COILNU,PRODUCE_DATE,CUST,SLAB_QUALITY,ENDUSE,HNSPDI,WNSPDI,QUASTR,OPCCO,TEM_DIS,TEM_TDIS,UNI_DIS,UNI_TDIS,COMQUA,SLABTH,SLABWI,SLABWE,SLFUTI,RECODE,PASSNR,RMEXTG,HBA,DLBA,NSETU2,INDFAM,TUDES,TAVDES,TUFAMF,FPTF,FTGM,PLAMF1,PLAMF2,PLAMF3,PLAMF4,PLAMF5,PLAMF6,PLAMF7,TEMTAR,PSRCMS1,PSRCMS2,PSRCMS3,PSRCMS4,PSRCMS5,PSRCMS6,PSRCMS7,LRSSPY1,LRSSPY2,LRSSPY3,LRSSPY4,LRSSPY5,LRSSPY6,LRSSPY7,LRFSPY1,LRFSPY2,LRFSPY3,LRFSPY4,LRFSPY5,LRFSPY6,LRFSPY7,LSP_Head,LSP_Body,LSP_Tail,Des_Set,Des_Act,Entry_Head,Entry_Body,Entry_Tail,LFATU,LCAMPRSRT,LAGFMT,LAGCLT,LCBXON,DM1TGM,XVPTF1,XVPTF8,PSDRFT1,PSDRFT2,PSDRFT3,PSDRFT4,PSDRFT5,PSDRFT6,PSDRFT7,RIDAMF1,RIDAMF2,RIDAMF3,RIDAMF4,RIDAMF5,RIDAMF6,RIDAMF7,CONDITION,DateOutFur,LSB_Range,ENB_Range,BAR_Range,FurTime_R,TemDis_R,UNIDIS_R,ENTRY_R,EXIT_R,DRAFT_R,FT_AvgHead,FT_AvgBody,FT_AvgTail,CT_AvgHead,CT_AvgBody,CT_AvgTail,ENTSTD,CORPSR_M1,CORPSR_M2,CORPSR_M3,CORPSR_M4,CORPSR_M5,CORPSR_M6,CORPSR_M7,CD1,CD2,CD3,CD4,CD5,INSPECTOR1,INSPECTOR2,INSPECTOR3,INSPECTOR4,INSPECTOR5,FTH_Group,FTB_Group,FTT_Group,CTH_Group,CTB_Group,CTT_Group,TDIS_UTOL,TDIS_LTOL,LP_UTOL,LP_LTOL,ENT_UTOL,ENT_LTOL,FT_UTOL,FT_LTOL,CT_UTOL,CT_LTOL,RMCUR_UTOL,DELTA_T_H,DELTA_T_B,DELTA_T_T,DELTA_T_UTOL,DELTA_T_LTOL,FT_HEAD,FT_BODY,FT_TAIL,CT_HEAD,CT_BODY,CT_TAIL,SLPRNU,WCONENT1,WCONENT2,DESCALE_FM1,DESCALE_FM2,BARStd,CBTHSP,CBRUSP,DESCH1_MIN,DESCH1_MAX,DESCH2_MIN,DESCH2_MAX,DESCH_TOL,COOLING_STARTEGY,INTER_S,INTER_A,FLG_SPEED,DescaleCondition,HTWOFR,Off_SPEC,WRVERF,WRVERR,SPREFM,SPRFIN,LARGDE,TNVTRP1,TNVTRP2,TNVTRP3,TNVTRP4,TNVTRP5,TNVTRP6,TNVTRP7,DURPTF,DURAMF,TICSME,RMWAMF,BARWID_F,PSDRFT,PESPAD,AIM_WID,DateInFur,PESOCO,DateWei,PESBRA,TUSBHM,TUSBTM,FCENUM,HYPOWT,TAIL_HIT,WaterStain,HighTemp,Product,Thickness_Interval,Width_Interval,NPI_WaterStain,NPI_HighTemp,Unclear,NPI_Unclear,HDFBTH,HDFBTB,HDFBTT,HDFBBH,HDFBBB,HDFBBT,BlackBand,NPI_BlackBand
1257040201,20250702,CSP-A3,CT021,ADO,3.20,1219,C022,31,1264,1270,27,30,SPHC,235,1245,20830,3.31,5,5,34,34.71,61807,1,1,860,540,853,8768,8972,4762,5062,6810,5877,6483,6274,0,1070,1.50,1.50,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1098,1064,1089,4,4,1018,988,1019,F,F,T,T,USED CB,542,0.92,9.00,43.88,46.80,43.88,38.03,31.50,,,0.40,0.37,0.38,0.29,0.27,0.22,0.00,T3W2FT2POST2P5I1T,02/07/2025 16:02,1061 - 1080,981 - 1000,33-34,3.21-3.40,1261-1270,25-27,0.91-1.00,8.01-9.00,91-92,-6,-2,14,-1,12,16,1000,9856,11274,11683,11710,11941,,,101,124,211,714,,,S,L,,,841 - 860,841 - 860,861 - 880,.LE. 540,541 - 560,541 - 560,1290,1250,1090,1050,1020,980,890,830,570,510,16000,315,306,319,350,290,539,552,556,539,551,555,YE24986090,F,F,T,T,34,2.5,2.5,155,177,155,179,155,1,7,3,F,_2345__,-1,0,-11.18,-9.19,-4.68,-5.84,1226,1,1,1,1,1,1,1,1.02,1.02,1016,1246.81,1252.00,31.50,1224.93,10,02/07/2025 12:43,20.615,02/07/2025 16:27,20945,1069,1084,1,0,F,0,0,PO/POx,3.01 - 4.00,1201 - 1300,0,0,0,0,18,18,19,42,42,43,0,0
1257040211,20250702,MMTH,C032C3BE,ADO,3.20,1217,C032RBB,31,1260,1270,17,30,MJSH270C-O,235,1245,20770,3.27,5,5,34,35.27,60624,1,1,870,560,871,9331,9312,6061,5603,6225,5866,6739,6256,0,1070,1.50,1.50,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1107,1082,1089,4,4,1017,1003,1025,F,T,T,T,USED CB,538,0.89,9.00,43.88,46.80,43.88,38.03,31.50,,,0.43,0.38,0.35,0.28,0.27,0.22,0.00,T3W2FT2POST2P5I1T,02/07/2025 16:08,1081 - 1100,1001 - 1020,33-34,3.21-3.40,1251-1260,16-18,0.81-0.90,8.01-9.00,91-92,2,7,9,13,11,44,1000,9672,11050,11451,11477,11754,,,125,124,313,714,,S,S,,,,861 - 880,861 - 880,861 - 880,561 - 580,561 - 580,601 - 620,1290,1250,1090,1050,1020,980,900,840,590,530,16000,299,306,275,340,280,573,571,604,572,571,604,YE25465170,F,F,T,T,34,2.5,2.5,155,176,155,178,155,1,5,2,F,_2345__,0,1,-11.27,-9.29,-5.94,-6.56,1224,1,1,1,1,1.5,1,1,1.10,1.09,1026,1246.04,1248.89,31.50,1224.49,6,02/07/2025 12:52,20.42,02/07/2025 16:31,20730,1084,1085,1,0,F,0,0,PO/POx,3.01 - 4.00,1201 - 1300,0,0,0,0,18,18,17,45,45,43,0,0
1257040221,20250702,MMTH,C032C3BE,ADO,3.20,1217,C032RBB,31,1255,1270,17,30,MJSH270C-O,235,1255,20855,3.29,5,5,34,35.08,60896,1,1,870,560,877,9420,9012,6021,5426,6114,5605,6280,6142,0,1070,1.50,1.50,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1099,1063,1078,4,4,1007,989,1019,F,F,T,T,USED CB,570,0.90,9.00,43.88,46.80,43.88,38.03,31.50,,,0.44,0.39,0.36,0.28,0.26,0.22,0.00,T3W2FT2POST2P5I1T,02/07/2025 16:15,1061 - 1080,981 - 1000,33-34,3.21-3.40,1251-1260,16-18,0.81-0.90,8.01-9.00,91-92,8,-2,10,-2,-2,24,1000,9697,11043,11457,11483,11837,,,124,108,101,714,,S,,,,,861 - 880,861 - 880,881 - 900,541 - 560,541 - 560,581 - 600,1290,1250,1090,1050,1020,980,900,840,590,530,16000,320,310,296,340,280,558,558,584,558,557,584,YE25466050,F,F,T,T,34,2.5,2.5,155,176,155,178,155,1,5,2,F,_2345__,0,1,-11.17,-9.84,-6.31,-6.52,1224,1,1,1,1,1.5,1,1,1.10,1.09,1013,1246.41,1248.38,31.50,1224.95,6,02/07/2025 12:58,20.575,02/07/2025 16:34,20890,1068,1086,1,0,F,0,0,PO/POx,3.01 - 4.00,1201 - 1300,0,0,0,0,19,19,17,46,47,44,0,0
1257040231,20250702,STC,C032C3PO,ADO,3.20,1216,C032,31,1257,1270,30,30,SPHC,235,1245,20939,3.28,5,5,34,34.77,61704,1,1,860,560,841,8805,8709,4862,5049,6216,5721,6072,5958,0,1070,1.50,1.50,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1105,1084,1083,4,4,1009,1005,1028,F,T,T,T,USED CB,562,0.92,9.00,43.88,46.80,43.88,38.03,31.50,,,0.40,0.38,0.37,0.28,0.27,0.23,0.00,T3W2FT2POST2P5I1T,02/07/2025 16:22,1081 - 1100,1001 - 1020,33-34,3.21-3.40,1251-1260,28-30,0.91-1.00,8.01-9.00,91-92,-18,10,11,-22,17,19,1000,9673,11073,11469,11495,11809,,,108,124,313,714,,,S,,,,841 - 860,861 - 880,861 - 880,.LE. 540,561 - 580,561 - 580,1290,1250,1090,1050,1020,980,890,830,590,530,16000,304,293,291,330,270,538,577,579,537,577,579,YE24A25050,F,F,T,T,34,2.5,2.5,155,177,155,179,155,1,7,3,F,_2345__,0,0,-11.67,-9.05,-6.08,-7.84,1226,1,1,1,1,1,1,1,1.01,0.98,1011,1248.21,1253.75,31.50,1227.55,10,02/07/2025 13:05,20.56,02/07/2025 16:41,20900,1085,1083,1,0,F,0,0,PO/POx,3.01 - 4.00,1201 - 1300,0,0,0,0,16,16,15,44,44,42,0,0
1257040241,20250702,SSSC,C032C3PO,ADO,2.60,1216,C032,31,1259,1270,30,30,SPHC,235,1250,20785,3.27,5,5,34,34.93,61156,1,1,870,560,835,9898,9813,4466,4721,6265,6044,6387,5388,0,1070,1.50,1.50,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1103,1085,1078,4,4,1007,999,1026,F,T,T,F,USED CB,0,0.72,8.50,43.88,46.80,43.88,38.03,31.50,,,0.43,0.40,0.41,0.31,0.29,0.22,0.00,T2W2FT2POST2P5I1T,02/07/2025 16:28,1081 - 1100,981 - 1000,33-34,3.21-3.40,1251-1260,28-30,0.71-0.80,8.01-9.00,93-94,-35,-24,-4,-22,44,34,1000,9684,11073,11474,11500,11792,,,615,111,124,108,211,N,,S,,L,821 - 840,841 - 860,861 - 880,.LE. 540,601 - 620,581 - 600,1290,1250,1090,1050,1020,980,900,840,590,530,16000,297,242,272,340,280,538,604,594,538,604,593,YE25061030,F,F,T,T,34,2.5,2.5,155,155,155,155,155,8,5,1,F,_2345__,0,0,-11.69,-9.57,-6.73,-5.35,1226,1,1,1,1,1.5,1,1,1.02,0.99,1004,1248.86,1252.50,31.50,1227.69,10,02/07/2025 13:12,20.46,02/07/2025 16:47,20800,1099,1083,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,8,8,9,28,29,29,0,0
1257040251,20250702,MMTH,C032C3BE,ADO,2.60,1210,C032RBB,31,1261,1270,24,30,MJSH270C-O,235,1255,20769,3.26,5,5,34,35.09,60868,1,1,870,560,851,9841,10030,4911,4732,6207,6293,6344,5297,0,1070,1.50,1.50,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1108,1099,1093,4,4,1013,1010,1028,F,T,T,T,USED CB,545,0.70,8.50,43.88,46.80,43.88,38.03,31.50,,,0.43,0.41,0.41,0.31,0.28,0.21,0.00,T2W2FT2POST2P5I1T,02/07/2025 16:34,1081 - 1100,1001 - 1020,33-34,3.21-3.40,1261-1270,22-24,0.61-0.70,8.01-9.00,93-94,-21,-7,8,16,31,18,1000,9675,10970,11393,11419,11703,,,124,211,714,,,S,,,,,841 - 860,861 - 880,861 - 880,561 - 580,581 - 600,561 - 580,1290,1250,1090,1050,1020,980,900,840,590,530,16000,273,271,300,340,280,576,591,578,576,591,577,YE25465020,T,T,T,T,34,2.5,2.5,155,171,155,173,155,8,5,1,F,_2345__,0,1,-11.45,-9.50,-5.64,-6.23,1217,1,1,1,1,1.5,1,1,1.11,1.12,1013,1238.65,1240.78,31.50,1217.05,6,02/07/2025 13:18,20.445,02/07/2025 16:55,20775,1095,1091,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,8,8,10,27,28,30,0,0
1257040261,20250702,TYM,C032C3RBB,ADO,2.30,1211,C032RBB,31,1273,1260,15,30,SPHC,220,1265,20261,3.25,5,5,30,31.20,65145,1,1,860,560,843,9837,10346,4524,4335,6282,6265,6603,4856,0,1070,1.50,1.50,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1109,1102,1087,4,4,1012,1009,1027,F,T,T,T,USED CB,582,0.70,8.50,41.47,44.24,41.47,35.94,29.77,,,0.43,0.40,0.41,0.32,0.29,0.21,0.00,T2W2FT2POST2P5I1T,02/07/2025 16:40,1101 - 1120,1001 - 1020,29-30,3.21-3.40,1271-1280,13-15,0.61-0.70,8.01-9.00,93-94,-19,-6,10,-22,22,34,1000,9381,10627,11092,11189,11681,,,101,124,211,211,714,,S,L,H,,841 - 860,841 - 860,861 - 880,.LE. 540,581 - 600,581 - 600,1280,1240,1090,1050,1020,980,890,830,590,530,16000,303,272,276,330,270,538,582,594,538,581,594,YR25022070,F,F,T,T,30,2.5,2.5,155,177,155,179,155,8,2,0,F,_2345__,0,0,-10.57,-9.26,-6.05,-4.66,1221,1,1,1,1,1.5,1,1,1.11,1.11,1022,1243.12,1242.78,29.77,1223.06,10,02/07/2025 13:25,19.905,02/07/2025 17:01,20240,1114,1084,1,1,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,7,8,7,26,27,27,0,0
1257040271,20250702,TYM,C032C3RBB,ADO,2.30,1211,C032RBB,31,1276,1260,14,30,SPHC,220,1250,20232,3.26,5,5,30,31.24,65071,1,1,860,560,843,10003,10483,4005,4385,6996,6339,6524,5256,0,1070,1.50,1.50,1.50,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1115,1115,1089,4,4,1009,1015,1025,F,F,T,T,USED CB,548,0.70,8.50,41.47,44.24,41.47,35.94,29.77,,,0.40,0.40,0.42,0.33,0.29,0.21,0.00,T2W2FT2POST2P5I1T,02/07/2025 16:46,1101 - 1120,1001 - 1020,29-30,3.21-3.40,1271-1280,13-15,0.61-0.70,8.01-9.00,93-94,-19,-2,-1,-6,14,16,1000,9309,10647,11001,11182,11646,,,714,,,,,,,,,,841 - 860,841 - 860,841 - 860,541 - 560,561 - 580,561 - 580,1280,1240,1090,1050,1020,980,890,830,590,530,16000,287,284,283,330,270,554,574,576,554,574,575,YR25020080,T,T,T,T,30,2.5,2.5,155,170,155,172,155,8,2,0,F,_2345__,0,0,-10.04,-8.93,-5.24,-5.54,1221,1,1,1,1,1.5,1,1,1.10,1.11,1016,1242.30,1242.78,29.77,1222.31,10,02/07/2025 13:31,19.7,02/07/2025 17:19,20155,1131,1100,1,1,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,7,7,7,26,26,27,0,0
1257040281,20250702,SCI,C032C3RBB,KDX,2.30,1199,C032RBB,31,1275,1260,15,30,SPHC,220,1260,20175,3.19,5,5,30,31.16,65228,1,1,870,560,842,9909,10083,3871,4329,6771,6387,6265,4614,0,1070,1.50,1.50,1.50,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1117,1110,1091,4,4,1012,1012,1033,F,T,T,T,USED CB,558,0.69,8.50,41.47,44.24,41.47,35.94,29.77,,,0.41,0.41,0.42,0.33,0.29,0.20,0.00,T2W2FT2POST2P5I1T,02/07/2025 16:53,1101 - 1120,1001 - 1020,29-30,3.01-3.20,1271-1280,13-15,0.61-0.70,8.01-9.00,93-94,-28,-14,10,-10,19,22,1000,9306,10495,10882,11061,11547,,,124,101,211,211,714,S,,L,H,,841 - 860,841 - 860,861 - 880,541 - 560,561 - 580,581 - 600,1280,1240,1090,1050,1020,980,900,840,590,530,16000,292,276,298,340,280,550,579,582,550,579,581,YR25019030,F,F,T,T,30,2.5,2.5,155,171,155,172,155,8,2,0,F,_2345__,0,0,-5.80,-3.38,-3.43,-6.64,1207,1,1,1,1,1.5,1,1,1.11,1.09,1022,1226.31,1232.33,29.77,1212.13,8,02/07/2025 13:41,19.825,02/07/2025 17:14,20165,1124,1086,1,0,F,0,0,PO/POx,2.01 - 3.00,1101 - 1200,0,0,0,0,7,7,9,26,27,30,0,0
1257040291,20250702,MIT,C011RBB,ADO,2.30,1193,C032RBB,31,1275,1260,15,30,SPHC,225,1260,20085,3.25,5,5,30,31.02,66141,1,1,870,560,851,9900,10024,3998,4435,6784,6298,6202,4629,0,1070,1.50,1.50,1.50,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1108,1104,1087,4,4,1005,1006,1024,F,T,T,T,USED CB,551,0.70,8.50,42.56,45.40,42.56,36.89,30.56,,,0.41,0.41,0.42,0.33,0.28,0.20,0.00,T2W2FT2POST2P5I1T,02/07/2025 16:59,1101 - 1120,1001 - 1020,29-30,3.21-3.40,1271-1280,13-15,0.61-0.70,8.01-9.00,93-94,-25,-15,-4,-15,29,25,1000,9446,10648,11050,11239,11753,,,511,101,124,252,211,N,N,S,,L,841 - 860,841 - 860,861 - 880,541 - 560,581 - 600,581 - 600,1280,1240,1090,1050,1020,980,900,840,590,530,16000,300,266,281,340,280,545,589,585,544,589,584,YE25257060,T,T,T,T,30,2.5,2.5,155,171,155,172,155,8,2,0,F,_2345__,0,1,-7.39,-4.86,-5.99,-4.50,1200,1,1,1,1,1.5,1,1,1.10,1.09,1017,1221.77,1229.44,30.56,1205.10,6,02/07/2025 13:44,19.76,02/07/2025 17:24,20115,1116,1096,1,1,F,0,0,PO/POx,2.01 - 3.00,1101 - 1200,0,0,0,0,6,6,9,25,25,28,0,0
1257040301,20250702,SCI,C032C3RBB,KDX,2.30,1175,C032RBB,32,1274,1270,12,30,SPHC,220,1260,20175,3.20,7,7,30,30.88,65830,1,1,870,560,842,9626,10003,3926,4440,6747,6070,6312,4653,0,1070,1.50,1.70,1.90,2.50,2.80,3.00,3.30,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1110,1098,1084,6,6,1004,1008,1030,F,T,T,T,USED CB,554,0.70,8.50,28.43,30.33,28.43,24.64,37.91,22.74,20.41,0.40,0.40,0.42,0.32,0.28,0.20,0.00,T2W2FT2POST2P7I1T,02/07/2025 17:05,1081 - 1100,1001 - 1020,29-30,3.01-3.20,1271-1280,10-Dec,0.61-0.70,8.01-9.00,93-94,-29,-14,9,-3,17,17,1000,6721,7229,7158,6874,12679,9602,11567,124,113,211,211,714,S,,L,H,,841 - 860,841 - 860,861 - 880,541 - 560,561 - 580,561 - 580,1290,1250,1090,1050,1020,980,900,840,590,530,16000,284,279,302,340,280,557,577,577,557,576,576,YR25007010,F,F,T,T,30,2.650000095,2.650000095,155,181,155,185,155,8,2,0,F,_234567,0,0,-8.00,-7.40,-4.97,-2.81,1183,1,1,1,1,1.5,1,1,1.10,1.11,1018,1203.53,1204.33,20.41,1186.78,8,02/07/2025 13:53,19.81,02/07/2025 17:31,20185,1112,1079,1,0,F,0,0,PO/POx,2.01 - 3.00,1101 - 1200,0,0,0,0,7,7,9,26,26,29,0,0
1257040311,20250702,MMTH,C032C3BE,ADO,3.20,1150,C032RBB,31,1270,1270,48,30,MJSH270C-O,235,1170,19599,3.16,5,5,34,35.04,60971,1,1,860,560,859,8595,8996,4802,5348,6507,5710,7191,6371,0,1070,1.50,1.70,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1118,1116,1111,4,4,1013,1027,1043,F,T,T,T,USED CB,554,0.90,9.00,43.88,46.80,43.88,38.03,31.50,,,0.40,0.38,0.37,0.27,0.27,0.23,0.00,T3W2FT2POST2P5I1T,02/07/2025 17:11,1101 - 1120,1021 - 1040,33-34,3.01-3.20,1261-1270,.GT. 30,0.81-0.90,8.01-9.00,91-92,-1,0,0,1,6,10,1000,9208,10613,10902,10928,11067,,,511,113,101,313,714,N,,,,,841 - 860,861 - 880,861 - 880,561 - 580,561 - 580,561 - 580,1290,1250,1090,1050,1020,980,890,830,590,530,16000,299,294,291,330,270,561,566,570,560,565,569,YE25373080,F,F,T,T,34,2.5,2.5,155,170,155,172,155,1,7,7,F,_2345__,0,1,-7.78,-6.23,-4.45,-5.56,1157,1,1,1,1,1.5,1,1,1.10,1.10,1025,1176.67,1180.38,31.50,1158.61,6,02/07/2025 14:02,19.12,02/07/2025 17:36,19430,1119,1116,1,0,F,0,0,PO/POx,3.01 - 4.00,1101 - 1200,0,0,0,0,17,17,18,37,37,37,0,0
1257040321,20250702,TCM,C032C3PO,KS1,3.20,1148,C032,32,1272,1290,51,30,SPHC,235,1245,20745,3.11,7,7,34,34.81,61438,1,1,890,630,850,8200,8125,4281,4550,6140,5196,6168,5248,0,1080,1.50,1.70,1.90,2.50,2.80,3.00,3.30,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1116,1098,1091,6,6,1001,1017,1048,F,T,F,T,USED CB,561,0.92,9.00,30.08,32.09,30.08,26.07,40.11,24.07,21.60,0.40,0.37,0.38,0.28,0.28,0.22,0.00,T3W2FT3POST2P7I1T,02/07/2025 17:18,1081 - 1100,1001 - 1020,33-34,3.01-3.20,1271-1280,.GT. 30,0.91-1.00,8.01-9.00,91-92,-39,-24,8,5,22,22,1010,6856,7332,7262,6971,12814,9917,11045,614,124,113,214,401,N,S,,S,S,841 - 860,861 - 880,881 - 900,621 - 640,641 - 660,641 - 660,1310,1270,1100,1060,1030,990,920,860,660,600,16000,216,214,247,290,230,635,652,652,635,651,651,YE25058050,F,F,T,T,34,2.650000095,2.650000095,155,177,155,179,155,1,5,5,F,_234567,0,0,-9.60,-6.56,-7.14,-5.77,1158,1,1,1,1,1,1,1,1.02,0.99,1015,1180.37,1187.33,21.60,1164.95,10,02/07/2025 14:12,20.41,02/07/2025 17:40,20775,1104,1094,1,0,F,0,0,PO/POx,3.01 - 4.00,1101 - 1200,0,0,0,0,13,13,16,38,38,42,0,0
1257040331,20250702,CLT,C032RBBOF,K1I,3.32,1138,C032RBB,31,1272,1270,23,30,DD13,235,1145,19067,3.11,5,5,34,34.97,61082,1,1,860,510,859,8588,8601,5172,5376,6517,5658,6296,6072,0,1070,1.50,1.50,1.50,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1120,1104,1102,4,4,1013,1022,1047,F,T,T,T,USED CB,633,0.94,9.00,43.88,46.80,43.88,38.03,31.50,,,0.42,0.38,0.37,0.27,0.25,0.21,0.00,T3W2FT2POST2P5I1T,02/07/2025 17:24,1101 - 1120,1021 - 1040,33-34,3.01-3.20,1271-1280,22-24,0.91-1.00,8.01-9.00,91-92,0,0,5,29,34,49,1000,9146,10496,10761,10867,11000,,,511,101,124,313,714,N,,S,,,861 - 880,861 - 880,861 - 880,.LE. 540,541 - 560,541 - 560,1290,1250,1090,1050,1020,980,890,830,540,480,16000,321,316,306,380,320,539,544,559,539,544,558,YE25438050,F,F,T,T,34,2.5,2.5,155,155,155,155,155,1,7,7,F,_2345__,0,0,-7.66,-6.74,-5.91,-5.65,1148,1,1,1,1,1,1,1,1.08,1.09,1000,1169.01,1170.13,31.50,1150.41,10,02/07/2025 14:18,18.755,02/07/2025 17:45,19060,1110,1097,1,0,F,0,0,PO/POx,3.01 - 4.00,1101 - 1200,0,0,0,0,21,21,22,49,49,50,0,0
1257040341,20250702,SCY,C032C3PO,ADO,3.00,1127,C032,31,1280,1270,7,30,SPHC,220,1165,21347,3.09,5,5,34,35.03,66516,1,1,860,560,843,8207,8599,3857,4573,6173,5465,6716,5835,0,1070,1.50,1.50,1.50,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1115,1108,1090,4,4,1007,1020,1035,F,T,T,T,USED CB,542,0.86,9.00,40.61,43.32,40.61,35.20,29.16,,,0.38,0.38,0.39,0.28,0.29,0.23,0.00,T3W2FT2POST2P5I1T,02/07/2025 17:30,1101 - 1120,1021 - 1040,33-34,3.01-3.20,1271-1280,07-Sep,0.81-0.90,8.01-9.00,91-92,-17,-2,6,-22,31,18,1000,8648,9835,10103,10189,10263,,,101,124,211,211,714,N,S,L,H,,841 - 860,841 - 860,861 - 880,.LE. 540,581 - 600,561 - 580,1290,1250,1090,1050,1020,980,890,830,590,530,16000,305,267,288,330,270,538,591,578,538,591,577,YR25049140,F,F,T,T,34,2.5,2.5,155,155,155,155,155,1,7,5,F,_2345__,0,0,-8.04,-6.23,-5.59,-6.01,1137,1,1,1,1,1.5,1,1,1.02,1.06,1016,1157.55,1161.56,29.16,1140.22,10,02/07/2025 14:24,21.08,02/07/2025 17:51,21445,1122,1085,1,0,F,0,0,PO/POx,2.01 - 3.00,1101 - 1200,0,0,0,0,15,15,16,34,34,36,0,0
1257040351,20250702,SCY,C032C3POT,ADO,3.00,1127,C032,31,1280,1270,9,30,SPHC,220,1160,21410,3.08,5,5,34,35.19,66589,1,1,860,560,835,8595,8772,4585,5382,6077,5546,6209,6046,0,1070,1.40,1.40,1.50,1.50,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1099,1092,1066,4,4,996,1008,1026,F,F,T,F,USED CB,538,0.86,9.00,40.61,43.32,40.61,35.20,29.16,,,0.41,0.40,0.38,0.28,0.27,0.22,0.00,T3W2FT2POST2P5I1T,02/07/2025 17:35,1081 - 1100,1001 - 1020,33-34,3.01-3.20,1271-1280,07-Sep,0.81-0.90,8.01-9.00,91-92,-25,-11,3,-39,27,19,1000,8552,9772,10105,10116,10309,,,101,108,511,616,124,N,N,N,N,S,821 - 840,841 - 860,861 - 880,.LE. 540,581 - 600,561 - 580,1290,1250,1090,1050,1020,980,890,830,590,530,16000,315,261,285,330,270,521,587,579,520,587,578,YR25045070,F,F,T,T,34,2.5,2.5,0,0,155,155,155,1,7,6,F,_2345__,0,0,-8.47,-6.95,-5.80,-4.94,1137,1,1,1,1,1.5,1,1,1.04,1.05,989,1157.76,1161.22,29.16,1139.21,10,02/07/2025 14:31,21.06,02/07/2025 17:56,21435,1093,1061,1,0,F,0,0,PO/POx,2.01 - 3.00,1101 - 1200,0,0,0,0,16,16,17,42,42,44,0,0
1257040361,20250702,CLT,C032RBBOF,K7I,4.63,1120,C032RBB,31,1271,1270,18,30,DD13,235,1145,19217,3.12,5,5,34,35.15,60836,1,1,860,560,853,7746,7629,4091,3322,5087,4719,5610,4015,0,1070,1.40,1.40,1.40,1.40,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1087,1075,1068,4,4,995,1000,1021,F,T,T,T,USED CB,0,0.96,6.73,43.88,46.80,43.88,38.03,31.50,,,0.35,0.29,0.34,0.26,0.25,0.18,0.00,T4W2FT2POST2P5I1T,02/07/2025 17:41,1061 - 1080,981 - 1000,33-34,3.01-3.20,1271-1280,16-18,0.91-1.00,6.01-7.00,87-88,-4,0,9,10,25,34,1000,8956,10227,10509,10534,10945,,,113,212,313,252,714,,L,,,,841 - 860,861 - 880,861 - 880,561 - 580,581 - 600,581 - 600,1290,1250,1090,1050,1020,980,890,830,590,530,16000,286,275,275,330,270,570,585,594,569,584,593,YE25435040,F,F,T,T,34,2.5,2.5,155,170,155,172,155,3,5,3,F,_2345__,0,1,-8.93,-6.97,-5.58,-6.03,1127,1,1,1,1,1,1,1,1.08,1.09,1008,1147.40,1151.89,31.50,1128.48,6,02/07/2025 14:34,18.89,02/07/2025 17:58,19170,1066,1084,1,0,F,0,0,PO/POx,4.01 - 6.00,1101 - 1200,0,0,0,0,17,17,17,37,37,37,0,0
