COILNU,PRODUCE_DATE,CUST,SLAB_QUALITY,ENDUSE,HNSPDI,WNSPDI,QUASTR,OPCCO,TEM_DIS,TEM_TDIS,UNI_DIS,UNI_TDIS,COMQUA,SLABTH,SLABWI,SLABWE,SLFUTI,RECODE,PASSNR,RMEXTG,HBA,DLBA,NSETU2,INDFAM,TUDES,TAVDES,TUFAMF,FPTF,FTGM,PLAMF1,PLAMF2,PLAMF3,PLAMF4,PLAMF5,PLAMF6,PLAMF7,TEMTAR,PSRCMS1,PSRCMS2,PSRCMS3,PSRCMS4,PSRCMS5,PSRCMS6,PSRCMS7,LRSSPY1,LRSSPY2,LRSSPY3,LRSSPY4,LRSSPY5,LRSSPY6,LRSSPY7,LRFSPY1,LRFSPY2,LRFSPY3,LRFSPY4,LRFSPY5,LRFSPY6,LRFSPY7,LSP_Head,LSP_Body,LSP_Tail,Des_Set,Des_Act,Entry_Head,Entry_Body,Entry_Tail,LFATU,LCAMPRSRT,LAGFMT,LAGCLT,LCBXON,DM1TGM,XVPTF1,XVPTF8,PSDRFT1,PSDRFT2,PSDRFT3,PSDRFT4,PSDRFT5,PSDRFT6,PSDRFT7,RIDAMF1,RIDAMF2,RIDAMF3,RIDAMF4,RIDAMF5,RIDAMF6,RIDAMF7,CONDITION,DateOutFur,LSB_Range,ENB_Range,BAR_Range,FurTime_R,TemDis_R,UNIDIS_R,ENTRY_R,EXIT_R,DRAFT_R,FT_AvgHead,FT_AvgBody,FT_AvgTail,CT_AvgHead,CT_AvgBody,CT_AvgTail,ENTSTD,CORPSR_M1,CORPSR_M2,CORPSR_M3,CORPSR_M4,CORPSR_M5,CORPSR_M6,CORPSR_M7,CD1,CD2,CD3,CD4,CD5,INSPECTOR1,INSPECTOR2,INSPECTOR3,INSPECTOR4,INSPECTOR5,FTH_Group,FTB_Group,FTT_Group,CTH_Group,CTB_Group,CTT_Group,TDIS_UTOL,TDIS_LTOL,LP_UTOL,LP_LTOL,ENT_UTOL,ENT_LTOL,FT_UTOL,FT_LTOL,CT_UTOL,CT_LTOL,RMCUR_UTOL,DELTA_T_H,DELTA_T_B,DELTA_T_T,DELTA_T_UTOL,DELTA_T_LTOL,FT_HEAD,FT_BODY,FT_TAIL,CT_HEAD,CT_BODY,CT_TAIL,SLPRNU,WCONENT1,WCONENT2,DESCALE_FM1,DESCALE_FM2,BARStd,CBTHSP,CBRUSP,DESCH1_MIN,DESCH1_MAX,DESCH2_MIN,DESCH2_MAX,DESCH_TOL,COOLING_STARTEGY,INTER_S,INTER_A,FLG_SPEED,DescaleCondition,HTWOFR,Off_SPEC,WRVERF,WRVERR,SPREFM,SPRFIN,LARGDE,TNVTRP1,TNVTRP2,TNVTRP3,TNVTRP4,TNVTRP5,TNVTRP6,TNVTRP7,DURPTF,DURAMF,TICSME,RMWAMF,BARWID_F,PSDRFT,PESPAD,AIM_WID,DateInFur,PESOCO,DateWei,PESBRA,TUSBHM,TUSBTM,FCENUM,HYPOWT,TAIL_HIT,WaterStain,HighTemp,Product,Thickness_Interval,Width_Interval,NPI_WaterStain,NPI_HighTemp,Unclear,NPI_Unclear,HDFBTH,HDFBTB,HDFBTT,HDFBBH,HDFBBB,HDFBBT,BlackBand,NPI_BlackBand
1257300051,20250710,TRI,CNT1114,ADO,6.00,1524,CN1410,41,1282,1280,10,30,SPFH590,225,1540,21197,3.44,5,5,32,31.30,56073,1,3,820,570,880,10118,11393,5894,4824,6026,5497,6291,3986,0,1100,1.70,1.80,1.90,2.20,2.50,,,0,0,0,-1,0,,,0,0,0,-1,0,,,1136,1118,1133,1,1,1058,1036,1051,F,T,T,T,USED CB,473,0.97,4.80,43.21,46.09,43.21,37.45,26.02,,,0.29,0.27,0.26,0.22,0.21,0.14,0.00,T4W4FT1PXST2P5I3T,10/07/2025 10:27,1101 - 1120,1021 - 1040,31-32,3.41-3.60,1281-1290,10-Dec,0.91-1.00,4.01-5.00,81-82,63,47,36,37,-1,12,1030,11704,13990,15042,16358,16279,,,717,108,132,112,211,N,,,,H,881 - 900,861 - 880,841 - 860,601 - 620,561 - 580,581 - 600,1300,1260,1120,1080,1050,1010,850,790,600,540,16000,276,299,274,280,220,607,569,582,607,568,581,YE25545060,T,T,T,T,32,2.5,2.5,183,183,160,185,160,1,7,7,F,___4___,0,0,-17.01,-12.29,-13.13,-20.52,1531,1,1,1,1,1,1,1,0.88,0.88,1040,1564.27,1576.63,26.02,1542.75,10,10/07/2025 07:01,20.845,10/07/2025 10:45,21210,1123,1140,1,0,F,0,0,PO/POx,4.01 - 6.00,Width > 1500,0,0,0,0,12,13,13,26,28,27,1,20.845
1257300061,20250710,TRI,CNT1114,ADO,6.00,1524,CN1410,41,1281,1280,12,30,SPFH590,225,1550,14918,3.45,5,5,32,31.69,38979,1,3,820,570,879,10142,10857,5693,4635,5932,5434,5288,4456,0,1100,1.70,1.80,1.90,2.20,2.50,,,0,0,0,-1,0,,,0,0,0,-1,0,,,1143,1140,1137,1,1,1073,1053,1067,F,F,T,T,USED CB,606,0.95,4.80,42.13,44.94,42.13,36.51,30.25,,,0.33,0.27,0.27,0.22,0.19,0.15,0.00,T4W4FT1PXST2P5I3T,10/07/2025 10:35,1121 - 1140,1041 - 1060,31-32,3.41-3.60,1281-1290,10-Dec,0.91-1.00,4.01-5.00,81-82,66,56,56,20,20,32,1030,11394,13630,14477,15437,18044,,,717,132,125,,,N,,S,,,881 - 900,861 - 880,861 - 880,581 - 600,581 - 600,601 - 620,1300,1260,1120,1080,1050,1010,850,790,600,540,16000,296,286,274,280,220,590,590,602,590,589,601,YE25543010,T,T,T,T,32,2.799999952,2.799999952,160,183,160,185,160,1,7,7,F,___4___,0,0,-19.20,-14.98,-16.10,-20.85,1531,1,1,1,1,1,1,1,0.88,0.88,1058,1567.24,1579.38,30.25,1540.79,10,10/07/2025 07:09,14.645,10/07/2025 10:53,14920,1139,1139,1,0,F,0,0,PO/POx,4.01 - 6.00,Width > 1500,0,0,0,0,13,13,13,28,28,27,1,14.645
1257300131,20250710,TOYOTA,CS1010PO,ADO,2.90,1270,CS1010,32,1296,1300,16,30,SPH440-OD,225,1345,20875,3.29,7,7,36,35.03,56587,1,3,860,520,851,10712,11407,4828,5276,5976,6532,6411,4828,0,1100,1.70,1.80,2.50,2.70,2.90,3.00,3.00,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1129,1125,1135,6,6,1043,990,971,F,T,T,F,BYPASS CB,548,0.69,7.53,31.04,33.11,31.04,26.90,24.83,22.76,22.28,0.39,0.39,0.37,0.35,0.30,0.22,0.00,T3W3FT2POST2P7ISF,10/07/2025 11:30,1121 - 1140,981 - 1000,35-36,3.21-3.40,1291-1300,16-18,0.61-0.70,7.01-8.00,91-92,-14,-3,-6,-40,-15,6,1020,7530,8524,8830,9210,10549,11902,14941,616,124,313,714,,N,S,,,,841 - 860,841 - 860,841 - 860,.LE. 540,.LE. 540,.LE. 540,1320,1280,1120,1080,1040,1000,890,830,550,490,16000,366,352,328,370,310,480,505,526,479,504,525,YE25506050,F,F,T,T,36,2.5,2.5,160,174,160,176,160,8,5,5,F,_234567,0.5,1,-11.39,-7.07,-9.15,-11.47,1277.5,1,1,1,1,1.5,1,1,0.73,0.76,1051,1303.46,1314.88,22.28,1287.42,6,10/07/2025 08:12,20.54,10/07/2025 11:52,20940,1123,1108,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,12,12,15,35,36,40,0,0
1257300141,20250710,TOYOTA,CS1010PO,ADO,2.90,1270,CS1010,32,1295,1300,21,30,SPH440-OD,225,1350,20695,3.30,7,7,36,35.01,56616,1,3,860,520,856,10693,11338,4577,5005,5774,6223,6157,5029,0,1100,1.70,1.90,2.50,2.90,2.90,3.00,3.00,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1129,1119,1129,6,6,1048,996,966,F,F,T,T,BYPASS CB,497,0.66,7.17,31.04,33.11,31.04,26.90,24.83,22.76,22.28,0.39,0.39,0.37,0.33,0.30,0.23,0.00,T3W3FT2POST2P7ISF,10/07/2025 11:36,1101 - 1120,981 - 1000,35-36,3.21-3.40,1291-1300,19-21,0.61-0.70,7.01-8.00,91-92,-5,-5,-2,-13,-28,18,1020,7520,8550,8829,10054,10532,11874,14930,124,313,714,,,S,,,,,841 - 860,841 - 860,841 - 860,.LE. 540,.LE. 540,.LE. 540,1320,1280,1120,1080,1040,1000,890,830,550,490,16000,349,363,320,370,310,507,492,538,506,492,538,YE25506020,F,F,T,T,36,2.5,2.5,160,178,160,180,160,8,5,3,F,_234567,0,0,-12.71,-9.62,-10.26,-11.33,1276,1,1,1,1,1.5,1,1,0.74,0.76,1068,1303.04,1310.25,22.28,1283.19,6,10/07/2025 08:18,20.385,10/07/2025 12:02,20785,1138,1102,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,11,11,12,33,33,43,0,0
1257300151,20250710,TOYOTA,CS0910PO,ADO,2.60,1256,CS0810,31,1294,1290,20,30,SPH440-OD,225,1275,20415,3.32,5,5,36,36.15,56762,1,3,860,520,853,10619,11748,4528,5312,6335,6366,6897,5708,0,1100,1.70,1.70,1.80,1.90,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1139,1127,1138,4,4,1052,1030,1045,F,T,T,T,USED CB,516,0.61,7.66,41.27,44.02,41.27,35.77,29.63,,,0.38,0.40,0.39,0.34,0.31,0.24,0.00,T2W3FT2POST2P5IST,10/07/2025 11:43,1121 - 1140,1021 - 1040,35-36,3.21-3.40,1291-1300,19-21,0.61-0.70,7.01-8.00,93-94,-7,0,7,-11,5,14,1020,8646,10156,10760,11229,13057,,,108,124,211,714,,,S,H,,,841 - 860,861 - 880,861 - 880,.LE. 540,.LE. 540,.LE. 540,1310,1270,1120,1080,1040,1000,890,830,550,490,16000,344,335,333,370,310,509,525,534,508,525,534,YE25500110,F,F,T,T,36,2.5,2.5,160,178,160,180,160,8,5,3,F,_2345__,0,1,-10.13,-8.82,-8.99,-12.38,1263,1,1,1,1,1.5,1,1,0.74,0.76,1060,1288.60,1290.00,29.63,1268.95,6,10/07/2025 08:24,20.055,10/07/2025 12:16,20390,1124,1142,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,10,10,10,31,32,31,0,0
1257300161,20250710,JNRONG,CNT0910,ADO,2.60,1219,CN1410,31,1296,1270,11,30,SPFH590,225,1250,19935,3.30,5,5,36,36.07,56822,1,3,870,520,841,11945,13851,6113,6230,6336,6772,6389,5838,0,1100,1.70,1.70,1.70,1.70,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1129,1121,1130,4,4,1051,1020,1034,F,T,T,F,USED CB,517,0.53,6.56,41.27,44.02,41.27,35.77,29.63,,,0.46,0.41,0.35,0.32,0.27,0.22,0.00,T2W2FT2POST2P5I3T,10/07/2025 11:50,1121 - 1140,1001 - 1020,35-36,3.21-3.40,1291-1300,10-Dec,0.51-0.60,6.01-7.00,93-94,-26,-2,9,-44,15,21,1020,8912,10550,11191,11846,14513,,,511,616,252,211,211,N,N,,H,L,841 - 860,861 - 880,861 - 880,.LE. 540,.LE. 540,541 - 560,1290,1250,1120,1080,1040,1000,900,840,550,490,16000,368,332,338,380,320,476,535,541,475,535,540,YE25332010,T,T,T,T,36,2.5,2.5,160,178,160,180,160,3,5,2,F,_2345__,0,0,-12.13,-9.09,-7.35,-3.59,1226,1,1,1,1,1.5,1,1,0.88,0.88,1060,1249.48,1254.88,29.63,1229.27,10,10/07/2025 08:32,19.585,10/07/2025 12:07,19925,1115,1134,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,9,9,9,24,24,23,0,0
1257300171,20250710,SSSC,C147PO,ADO,2.60,1216,CG137,31,1288,1260,17,30,SAPH440,220,1265,20530,3.25,5,5,38,38.01,54573,1,3,870,530,855,10973,11775,5141,5336,6946,7029,7379,5997,0,1060,1.70,1.50,1.50,1.50,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1112,1101,1134,4,4,1030,974,964,F,T,T,T,BYPASS CB,464,0.62,8.25,39.75,42.40,39.75,34.45,28.54,,,0.41,0.41,0.41,0.35,0.32,0.25,0.00,T2W2FT2POST2P5I3F,10/07/2025 11:56,1101 - 1120,961 - 980,37-38,3.21-3.40,1281-1290,16-18,0.61-0.70,8.01-9.00,93-94,-9,4,16,-22,12,28,1000,8005,9363,9933,10475,12458,,,124,108,108,714,,S,,,,,861 - 880,861 - 880,881 - 900,.LE. 540,541 - 560,541 - 560,1280,1240,1080,1040,1020,980,900,840,560,500,16000,353,332,328,370,310,508,542,558,507,542,558,YR25154070,T,T,T,T,38,2.5,2.5,160,178,160,180,160,3,5,3,F,_2345__,0,0,-10.39,-8.86,-6.63,-8.62,1226,1,1,1,1,1.5,1,1,0.74,0.73,1029,1248.76,1251.88,28.54,1228.31,10,10/07/2025 08:41,20.23,10/07/2025 12:14,20565,1094,1095,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,12,12,16,29,29,35,0,0
1257300181,20250710,SSSC,C147PO,ADO,2.60,1216,CG137,31,1282,1260,9,30,SAPH440,220,1260,20666,3.25,5,5,38,37.91,54728,1,3,870,530,864,11330,11643,5075,5742,7054,7396,7596,5821,0,1060,1.70,1.50,1.50,1.50,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1124,1093,1113,4,4,1037,973,961,F,F,T,T,BYPASS CB,493,0.64,8.50,39.75,42.40,39.75,34.45,28.54,,,0.42,0.41,0.40,0.36,0.32,0.24,0.00,T2W2FT2POST2P5I3F,10/07/2025 12:02,1081 - 1100,961 - 980,37-38,3.21-3.40,1281-1290,07-Sep,0.61-0.70,8.01-9.00,93-94,-6,0,3,-7,15,25,1000,8130,9514,10081,10617,12543,,,212,124,108,108,252,S,S,,,,861 - 880,861 - 880,861 - 880,.LE. 540,541 - 560,541 - 560,1280,1240,1080,1040,1020,980,900,840,560,500,16000,341,325,319,370,310,523,545,555,523,544,554,YR25157070,T,T,T,T,38,2.5,2.5,160,178,160,180,160,3,5,3,F,_2345__,1.5,0,-10.53,-9.09,-8.64,-8.32,1227.5,1,1,1,1,1.5,1,1,0.75,0.74,1041,1252.29,1254.50,28.54,1231.22,10,10/07/2025 08:47,20.345,10/07/2025 12:28,20675,1104,1093,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,12,12,14,29,28,37,0,0
1257300191,20250710,SSSC,C147PO,ADO,2.60,1216,CG137,31,1279,1260,7,30,SAPH440,220,1265,20450,3.24,5,5,38,37.95,54498,1,3,870,530,874,11352,11536,4874,5262,6685,7139,7826,6611,0,1060,1.70,1.50,1.50,1.50,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1112,1093,1129,4,4,1032,968,960,F,F,T,T,BYPASS CB,0,0.65,8.50,39.75,42.40,39.75,34.45,28.54,,,0.38,0.40,0.40,0.36,0.33,0.26,0.00,T2W2FT2POST2P5I3F,10/07/2025 12:09,1081 - 1100,961 - 980,37-38,3.21-3.40,1271-1280,07-Sep,0.61-0.70,8.01-9.00,93-94,8,-9,6,9,13,25,1000,8190,9583,10146,10703,12560,,,124,313,714,,,S,,,,,861 - 880,861 - 880,861 - 880,.LE. 540,541 - 560,541 - 560,1280,1240,1080,1040,1020,980,900,840,560,500,16000,339,318,321,370,310,539,543,555,538,543,555,YR25154150,T,T,T,T,38,2.5,2.5,160,160,160,160,160,3,5,3,F,_2345__,1.5,0,-10.77,-9.56,-8.47,-8.06,1227.5,1,1,1,1,1.5,1,1,0.74,0.74,1027,1252.12,1254.25,28.54,1230.31,10,10/07/2025 08:54,20.125,10/07/2025 12:34,20465,1115,1093,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,12,12,13,28,29,31,0,0
1257300201,20250710,SSSC,C147PO,ADO,2.60,1216,CG137,31,1278,1260,13,30,SAPH440,220,1265,20524,3.23,5,5,38,37.95,54493,1,3,870,530,873,11180,11593,4744,5530,6785,7361,7674,6688,0,1060,1.70,1.50,1.50,1.50,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1122,1091,1116,4,4,1036,971,959,F,F,T,T,BYPASS CB,533,0.65,8.50,39.75,42.40,39.75,34.45,28.54,,,0.39,0.40,0.40,0.36,0.32,0.26,0.00,T2W2FT2POST2P5I3F,10/07/2025 12:14,1081 - 1100,961 - 980,37-38,3.21-3.40,1271-1280,13-15,0.61-0.70,8.01-9.00,93-94,3,-2,1,13,15,5,1000,8209,9605,10167,10736,12563,,,101,211,714,,,,,,,,861 - 880,861 - 880,861 - 880,541 - 560,541 - 560,.LE. 540,1280,1240,1080,1040,1020,980,900,840,560,500,16000,330,323,336,370,310,543,545,535,542,544,534,YR25157130,T,T,T,T,38,2.5,2.5,160,178,160,180,160,3,5,3,F,_2345__,1.5,0,-10.99,-10.04,-8.29,-8.55,1227.5,1,1,1,1,1.5,1,1,0.74,0.75,1038,1251.94,1253.75,28.54,1229.38,10,10/07/2025 09:00,20.295,10/07/2025 12:40,20645,1105,1103,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,12,12,14,28,28,31,0,0
1257300211,20250710,SSSC,C147PO,ADO,2.30,1216,CG137,31,1280,1270,16,30,SAPH440,220,1265,20484,3.28,5,5,36,36.03,57335,1,3,870,530,880,11392,11985,4855,5346,6910,6523,7341,5896,0,1070,1.70,1.50,1.50,1.50,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1115,1079,1110,4,4,1036,986,1013,F,T,T,T,USED CB,544,0.59,8.39,40.18,42.86,40.18,34.82,28.85,,,0.43,0.42,0.39,0.35,0.33,0.26,0.00,T2W2FT2POST2P5I3T,10/07/2025 12:23,1061 - 1080,981 - 1000,35-36,3.21-3.40,1271-1280,16-18,0.51-0.60,8.01-9.00,93-94,6,-12,11,-6,2,2,1010,8255,9658,10252,10866,12933,,,101,313,211,714,,,,,,,861 - 880,841 - 860,881 - 900,.LE. 540,.LE. 540,.LE. 540,1290,1250,1090,1050,1030,990,900,840,560,500,16000,351,327,349,370,310,524,532,532,524,531,532,YR25157110,T,T,T,T,36,2.5,2.5,160,178,160,180,160,8,2,1,F,_2345__,1,0,-11.36,-8.97,-8.50,-10.31,1227,1,1,1,1,1.5,1,1,0.73,0.77,1035,1251.65,1256.50,28.85,1231.57,10,10/07/2025 09:07,20.22,10/07/2025 12:46,20550,1083,1100,1,0,F,0,0,PO/POx,2.01 - 3.00,1201 - 1300,0,0,0,0,9,10,11,31,31,33,0,0
1257300221,20250710,SSSC,C147PO,ADO,2.00,1216,CG137,31,1280,1270,10,30,SAPH440,220,1260,20475,3.28,5,5,28,27.90,74359,1,3,870,530,838,11576,12167,4817,4813,6989,6671,6495,5411,0,1100,1.70,1.80,1.90,2.30,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1138,1112,1117,4,4,1021,1008,1027,F,T,T,T,USED CB,524,0.68,8.50,41.90,44.69,41.90,36.31,30.08,,,0.42,0.40,0.39,0.34,0.30,0.23,0.00,T2W2FT2POST2P5I3T,10/07/2025 12:30,1101 - 1120,1001 - 1020,27-28,3.21-3.40,1271-1280,10-Dec,0.61-0.70,8.01-9.00,93-94,-31,-13,6,-28,15,16,1010,8557,10184,10998,11965,14718,,,101,211,714,211,,,L,,,,821 - 840,841 - 860,861 - 880,.LE. 540,541 - 560,541 - 560,1290,1250,1120,1080,1030,990,900,840,560,500,16000,336,312,330,370,310,502,545,546,502,544,545,YR25155080,F,F,T,T,28,2.5,2.5,178,178,160,180,160,8,2,1,F,_2345__,0,0,-11.55,-9.30,-8.93,-11.29,1226,1,1,1,1,1.5,1,1,0.75,0.78,1027,1251.06,1254.88,30.08,1230.39,10,10/07/2025 09:13,20.1,10/07/2025 12:49,20450,1130,1128,1,0,F,0,0,PO/POx,1.51 - 2.00,1201 - 1300,0,0,0,0,8,8,9,28,28,30,0,0
1257300231,20250710,SSSC,C147PO,ADO,2.00,1216,CG137,31,1275,1270,10,30,SAPH440,220,1260,19949,3.28,5,5,28,27.66,74197,1,3,870,530,841,11657,11963,4643,4844,6582,6522,6480,5416,0,1100,1.70,1.80,1.90,2.30,2.50,,,0,-1,-1,-1,-1,,,0,-1,-1,-1,-1,,,1131,1106,1126,4,4,1029,1008,1023,F,F,T,T,USED CB,496,0.69,8.50,41.90,44.69,41.90,36.31,30.08,,,0.42,0.40,0.39,0.34,0.30,0.24,0.00,T2W2FT2POST2P5I3T,10/07/2025 12:36,1101 - 1120,1001 - 1020,27-28,3.21-3.40,1271-1280,10-Dec,0.61-0.70,8.01-9.00,93-94,-30,-21,2,-2,13,6,1010,8661,10324,11134,12098,14771,,,124,211,714,211,,S,L,,,,841 - 860,841 - 860,861 - 880,.LE. 540,541 - 560,.LE. 540,1290,1250,1120,1080,1030,990,900,840,560,500,16000,312,306,336,370,310,528,543,536,528,543,536,YR25157080,F,F,T,T,28,2.5,2.5,174,174,160,176,160,8,2,0,F,_2345__,1,0,-11.64,-10.01,-9.81,-11.74,1227,1,1,1,1,1.5,1,1,0.74,0.75,1031,1252.95,1255.25,30.08,1231.10,10,10/07/2025 09:20,19.65,10/07/2025 12:56,19985,1114,1127,1,0,F,0,0,PO/POx,1.51 - 2.00,1201 - 1300,0,0,0,0,7,7,8,26,27,28,0,0
1257300241,20250710,TOYOTA,CS0910PO,ADO,1.80,1056,CS0810,31,1276,1290,29,30,SPH440-OD,225,1105,17384,3.28,5,5,28,27.81,72825,1,3,860,520,822,9785,10515,4553,3920,4908,5387,5434,3945,0,1110,1.70,1.90,2.30,2.50,2.50,,,0,-1,0,-1,-1,,,0,-1,0,-1,-1,,,1148,1127,1136,3,3,1031,1013,1038,F,T,T,F,USED CB,524,0.60,8.50,42.99,45.86,42.99,37.26,30.86,,,0.48,0.41,0.37,0.34,0.31,0.23,0.00,T1W1FT2POST2P5IST,10/07/2025 12:42,1121 - 1140,1001 - 1020,27-28,3.21-3.40,1271-1280,28-30,0.51-0.60,8.01-9.00,93-94,-39,-1,4,-7,45,17,1020,8092,9590,10305,10870,12743,,,615,124,108,211,714,N,S,,L,,821 - 840,841 - 860,861 - 880,.LE. 540,561 - 580,.LE. 540,1310,1270,1130,1090,1040,1000,890,830,550,490,16000,308,294,326,370,310,513,565,537,512,564,537,YE25395120,F,F,T,T,28,2.5,2.5,160,178,160,180,160,7,2,0,F,_2_45__,1,0,-5.40,-5.83,-5.03,-6.33,1067,1,1,1,1,1.5,1,1,0.73,0.73,1035,1086.06,1088.11,30.86,1068.37,10,10/07/2025 09:26,17.095,10/07/2025 13:13,17380,1130,1143,1,0,F,0,0,PO/POx,1.51 - 2.00,1000 - 1100,0,0,0,0,7,7,10,18,18,22,0,0
1257310681,20250710,TOYOTA,C032C3BE,ADO,3.40,1074,C032RBB,32,1274,1280,19,30,SPH270C-OD,235,1170,19470,2.99,7,7,34,34.81,61427,1,1,860,560,875,8368,8222,4749,4692,5963,5653,6511,5555,0,1070,1.80,1.80,3.00,3.20,3.00,3.20,3.00,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1095,1103,1114,6,6,1032,1033,1055,F,F,F,T,USED CB,572,0.95,8.82,33.01,33.01,30.81,28.61,26.41,24.21,28.01,0.41,0.35,0.35,0.29,0.28,0.23,0.00,T3W1FT2POST2P7I1T,10/07/2025 22:11,1101 - 1120,1021 - 1040,33-34,2.81-3.00,1271-1280,19-21,0.91-1.00,8.01-9.00,91-92,21,19,28,18,13,2,1000,7053,7226,9065,9641,9195,9833,11787,613,101,132,714,,N,,L,,,881 - 900,861 - 880,881 - 900,561 - 580,561 - 580,561 - 580,1300,1260,1090,1050,1020,980,890,830,590,530,16000,303,305,326,330,270,578,573,562,578,573,561,YE25461020,F,F,T,T,34,2.5,2.5,155,184,155,186,155,8,7,5,F,_234567,1,0,-13.26,-12.25,-7.14,-8.10,1085,1,1,1,1,1,1,1,1.09,1.09,1026,1106.41,1108.00,28.01,1081.48,10,10/07/2025 19:11,19.135,10/07/2025 22:31,19510,1099,1122,1,0,F,0,0,PO/POx,3.01 - 4.00,1000 - 1100,0,0,0,0,19,19,18,42,42,40,0,0
1257310691,20250710,TOYOTA,C032C3BE,ADO,3.40,1074,C032RBB,32,1274,1280,23,30,SPH270C-OD,235,1175,19650,3.01,7,7,34,34.92,61177,1,1,860,560,852,8539,8773,4573,4408,5580,5058,6442,5793,0,1070,1.80,1.80,3.00,3.20,3.00,3.20,3.00,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1106,1101,1116,6,6,1029,1032,1060,F,F,T,T,USED CB,0,0.85,7.90,33.01,33.01,30.81,28.61,26.41,24.21,28.01,0.40,0.36,0.35,0.28,0.27,0.23,0.00,T3W1FT2POST2P7I1T,10/07/2025 22:16,1101 - 1120,1021 - 1040,33-34,3.01-3.20,1271-1280,22-24,0.81-0.90,7.01-8.00,91-92,-4,26,31,-5,9,5,1000,7053,7226,9074,9648,9201,9840,11793,101,714,,,,,,,,,841 - 860,881 - 900,881 - 900,541 - 560,561 - 580,561 - 580,1300,1260,1090,1050,1020,980,890,830,590,530,16000,300,317,326,330,270,555,569,565,555,568,564,YE25460010,F,F,T,T,34,2.5,2.5,155,184,155,186,155,8,7,6,F,_234567,1.5,0,-13.63,-12.83,-7.66,-7.01,1085.5,1,1,1,1,1,1,1,1.09,1.11,1031,1107.44,1108.25,28.01,1081.73,10,10/07/2025 19:16,19.13,10/07/2025 22:37,19495,1098,1103,1,0,F,0,0,PO/POx,3.01 - 4.00,1000 - 1100,0,0,0,0,15,16,18,38,39,40,0,0
1257310701,20250710,TOYOTA,C032C3BE,ADO,3.40,1074,C032RBB,32,1273,1280,24,30,SPH270C-OD,235,1170,19470,3.01,7,7,34,34.97,61152,1,1,860,560,859,8231,8575,4406,4388,5483,5255,6578,5739,0,1070,1.80,1.80,3.00,3.20,3.00,3.20,3.00,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1094,1104,1116,6,6,1036,1029,1050,F,F,T,T,USED CB,553,0.87,8.10,33.01,33.01,30.81,28.61,26.41,24.21,28.01,0.39,0.36,0.34,0.29,0.28,0.23,0.00,T3W1FT2POST2P7I1T,10/07/2025 22:22,1101 - 1120,1021 - 1040,33-34,3.01-3.20,1271-1280,22-24,0.81-0.90,8.01-9.00,91-92,4,15,24,6,8,1,1000,7053,7226,9070,9645,9199,9837,11805,714,,,,,,,,,,861 - 880,861 - 880,881 - 900,561 - 580,561 - 580,561 - 580,1300,1260,1090,1050,1020,980,890,830,590,530,16000,298,307,323,330,270,566,568,561,566,567,561,YE25461010,F,F,T,T,34,2.5,2.5,155,184,155,186,155,8,7,6,F,_234567,1.5,0,-13.72,-13.31,-7.17,-6.35,1085.5,1,1,1,1,1,1,1,1.09,1.10,1048,1106.95,1106.75,28.01,1080.66,10,10/07/2025 19:21,19.06,10/07/2025 22:42,19445,1097,1124,1,0,F,0,0,PO/POx,3.01 - 4.00,1000 - 1100,0,0,0,0,16,16,17,39,39,39,0,0
